self-play次数,loss,entropy
2,5.600785732269287,4.595826148986816
3,5.54619026184082,4.589589595794678
4,5.350714683532715,4.529235363006592
5,5.006983757019043,4.506247520446777
6,4.908360481262207,4.4941792488098145
7,5.101476669311523,4.503609657287598
8,5.125141143798828,4.4888105392456055
9,4.906310081481934,4.4486846923828125
10,5.1449360847473145,4.520120143890381
11,5.025298118591309,4.440725326538086
12,5.067600727081299,4.473661422729492
13,5.145973205566406,4.443751811981201
14,5.115457534790039,4.415931701660156
15,5.1765217781066895,4.405454158782959
16,5.145814895629883,4.4050612449646
17,5.1704630851745605,4.380775451660156
18,5.148275852203369,4.319803237915039
19,5.141417503356934,4.384230136871338
20,5.016436576843262,4.294256210327148
21,5.0087971687316895,4.3631205558776855
22,5.001476287841797,4.243743896484375
23,4.875965118408203,4.283376216888428
24,4.866322994232178,4.168025016784668
25,4.823291301727295,4.2070159912109375
26,4.825576305389404,4.252985954284668
27,4.769233703613281,4.159890174865723
28,4.792913913726807,4.238209247589111
29,4.728781700134277,4.0649590492248535
30,4.667593955993652,4.060440540313721
31,4.693094253540039,4.10520601272583
32,4.599795818328857,4.062585353851318
33,4.636994361877441,4.074265480041504
34,4.655544281005859,4.043607234954834
35,4.591287612915039,4.005025863647461
36,4.57591438293457,4.017715930938721
37,4.5654616355896,3.9765841960906982
38,4.5060882568359375,3.9805097579956055
39,4.51455020904541,4.018123626708984
40,4.445798873901367,4.037535190582275
41,4.436291694641113,3.992432117462158
42,4.472532272338867,3.9310224056243896
43,4.492621421813965,4.012820243835449
44,4.316716194152832,3.949967861175537
45,4.461246967315674,3.987694025039673
46,4.419968128204346,3.99609637260437
47,4.427141189575195,3.9187064170837402
48,4.407219886779785,3.95589542388916
49,4.418349266052246,3.953395128250122
50,4.395998954772949,3.8771889209747314
51,4.3480095863342285,3.8863120079040527
52,4.402368545532227,3.90165638923645
53,4.447384357452393,3.865478515625
54,4.473607540130615,3.931105852127075
55,4.4826555252075195,3.91573429107666
56,4.37462043762207,3.8795411586761475
57,4.327720642089844,3.898667812347412
58,4.263576507568359,3.7988529205322266
59,4.255558967590332,3.7755191326141357
60,4.140558242797852,3.756178617477417
61,4.298826694488525,3.784876585006714
62,4.240204811096191,3.792344808578491
63,4.259509086608887,3.8338961601257324
64,4.124084949493408,3.78033709526062
65,4.249356269836426,3.7237837314605713
66,4.103337287902832,3.750182628631592
67,4.181437969207764,3.7645905017852783
68,4.20194673538208,3.742680072784424
69,4.176720142364502,3.694488048553467
70,4.060455322265625,3.6886775493621826
