self-play次数,loss,entropy

5,4.1647629737854,2.7978391647338867

6,3.7700536251068115,2.8452365398406982

7,3.4331369400024414,2.8191633224487305

8,3.4520132541656494,2.8194708824157715

9,3.463526964187622,2.7090260982513428

10,3.4064478874206543,2.749894380569458

11,3.3606972694396973,2.690734624862671

12,3.3450992107391357,2.6824283599853516

13,3.338655710220337,2.705317974090576

14,3.267580986022949,2.688581705093384

15,3.230499267578125,2.6537559032440186
16,3.185530185699463,2.645951986312866

17,3.223158836364746,2.602325201034546

18,3.228714942932129,2.6265029907226562

19,3.1983046531677246,2.5917258262634277

20,3.2312028408050537,2.6357619762420654

21,3.194962978363037,2.634622097015381

22,3.2168147563934326,2.5948259830474854

23,3.1909782886505127,2.6469976902008057

24,3.233640193939209,2.6128292083740234

25,3.191499710083008,2.602546453475952

26,3.1660821437835693,2.601912021636963

27,3.1601955890655518,2.620753049850464

28,3.1396796703338623,2.635768413543701

29,3.1825413703918457,2.5888242721557617

30,3.075782299041748,2.5791385173797607

31,3.110159158706665,2.607834577560425

32,3.1198487281799316,2.6023366451263428

33,3.0974464416503906,2.5541610717773438

34,3.0518457889556885,2.579657793045044

35,3.112517833709717,2.6146650314331055

36,3.2170376777648926,2.562305212020874

37,3.2107133865356445,2.5822741985321045

38,3.103726625442505,2.625344753265381

39,3.174457550048828,2.5463037490844727

40,3.1841678619384766,2.6020185947418213

41,3.1390345096588135,2.52789044380188

42,3.0932271480560303,2.536480188369751

43,3.120364189147949,2.564852714538574

44,3.203442096710205,2.5529143810272217

45,3.0959386825561523,2.5638134479522705

46,3.1390397548675537,2.541973352432251

47,3.0865445137023926,2.5123934745788574

48,3.0881266593933105,2.5491559505462646

49,3.048832654953003,2.471597194671631

50,3.063948631286621,2.553678512573242

51,3.125168561935425,2.487483024597168

52,3.0837461948394775,2.4865028858184814

53,3.0545973777770996,2.5573084354400635

54,3.133369207382202,2.539659261703491

55,3.0848495960235596,2.574951648712158

56,3.070201873779297,2.513943672180176

57,3.0166244506835938,2.464714288711548

58,3.010812997817993,2.523620367050171

59,3.0631344318389893,2.5176751613616943

60,3.0624747276306152,2.5002474784851074

61,3.0492019653320312,2.509113073348999

62,3.1813549995422363,2.5747203826904297

63,3.095428466796875,2.5372211933135986

64,3.1012229919433594,2.5680556297302246

65,3.1202144622802734,2.5340418815612793

66,3.0557799339294434,2.4805729389190674

67,3.0205140113830566,2.50437593460083

68,3.0353384017944336,2.480193614959717

69,3.031151294708252,2.5283308029174805

70,3.1624131202697754,2.5081498622894287

71,3.0476551055908203,2.5130412578582764

72,3.0558226108551025,2.5233726501464844

73,3.0616159439086914,2.5214786529541016

74,3.035161018371582,2.510314702987671

75,3.0375783443450928,2.492339849472046

76,2.990696430206299,2.4800281524658203

77,3.011094808578491,2.5104587078094482

78,3.0050597190856934,2.517129898071289

79,3.0979795455932617,2.514159917831421

80,3.0303256511688232,2.5445454120635986

81,3.104579448699951,2.535813093185425

82,3.006084442138672,2.5124974250793457

83,2.97869610786438,2.5279531478881836

84,2.936887502670288,2.470621109008789

85,2.9657721519470215,2.5118520259857178

86,2.953644275665283,2.492759943008423

87,2.979536294937134,2.5504109859466553

88,2.9831297397613525,2.4262168407440186

89,2.918600082397461,2.472029209136963

90,2.9005212783813477,2.4484264850616455

91,3.022862434387207,2.534785509109497

92,2.9484429359436035,2.482790231704712

93,3.0263454914093018,2.5097317695617676

94,2.9786925315856934,2.527331590652466

95,2.997433662414551,2.510927200317383

96,2.9115076065063477,2.4814772605895996

97,3.0086264610290527,2.4657793045043945

98,2.956328868865967,2.435185670852661

99,2.9990177154541016,2.5003767013549805

100,2.954737663269043,2.463317632675171
