self-play次数,loss,entropy
23,2.513540506362915,2.003068447113037
24,3.1407954692840576,1.385684847831726
25,2.6251907348632812,1.8395546674728394
26,2.5014138221740723,2.066924810409546
27,2.386422634124756,1.8853263854980469
28,2.3405697345733643,1.9561775922775269
29,2.2587804794311523,1.9677754640579224
30,2.196432113647461,1.9387693405151367
31,2.156186580657959,1.932360053062439
32,2.0556676387786865,1.9212431907653809
33,2.0649654865264893,1.893155574798584
34,1.9768520593643188,1.8307735919952393
35,1.9543274641036987,1.8193672895431519
36,1.9298588037490845,1.8079091310501099
37,1.9168732166290283,1.7716459035873413
38,1.9153085947036743,1.78269362449646
39,1.8559174537658691,1.774390697479248
40,1.8635965585708618,1.7816188335418701
41,1.8464285135269165,1.7483477592468262
42,1.8530951738357544,1.7708475589752197
43,1.8386214971542358,1.7662293910980225
44,1.847853422164917,1.7426567077636719
45,1.862628698348999,1.7942453622817993
46,1.8729199171066284,1.7800157070159912
47,1.8507806062698364,1.751578450202942
48,1.8175019025802612,1.7549645900726318
49,1.8521050214767456,1.7607442140579224
50,1.8104279041290283,1.7482397556304932
51,1.8276945352554321,1.727487564086914
52,1.7924190759658813,1.6999318599700928
